Map ID,MapArea,MapMaker,MapYear,MapHeight,MapWidth,MapTitle,description,MapPrice,MapInfoMemo,Location (Physical),tag
2267,ITALY,0,1880c,4,6,Vue De Venise,Hand colored woodcut view of the city.,45,,,
2351,Italy,0,1850c,8,12,Florence,City plan,95,,,
3018,Italy,0,1820,10,8,"Italy With The Islands Of Sicily, Sardinia,& Corsica Drawn From The Best Authorities",Hand colored map of Italy.,85,,,
3241,Italy,0,1860c,,,"Venezia,Panoroma Dall Campanile San Marco",Good chocolate tones of this view of Venice. Framed.,145,,,
2408,New York,0,1850c,12,8,A Map of the Genessee Lands in the County of Ontario and State of New York,Early map of this area.,55,,,
2410,New York,0,1870c,8,10,Western New York in 1809,,65,,,
3475,Norh America,0,1845c,4,4,Map Of North America,Hand colored small map of the forming U.S. Note Russian America,25,,,
3249,Photo,0,1860c,4,6,"Munich, Marianplatz",Early photography.,65,,,
2409,print,0,1875c,8,6,Amore,A European cupid.,65,,,
3830,PRINTS,0,1941,,,Saints For Children,each @ $30 es x 9,270,,,
2940,Southeast,0,1835c,11,8,"Georgia,Florida and Alabama",Sparsely settled Florida.Miami alone in the southern part.Nicely colored.,95,,,
3474,U.S.,0,1845c,4,4,Map Of The United States,Hand colored small map of forming U.S. Western territories shown.,25,,,
2384,United States,0,1865c,,,USCS,A group of USCS maps,,,,
5206,prints,19th C European,18890c,14,9,Fruits & Vegetables,"Reproductions, handsome fruits   13 pgs  frameable  ea.20",85,,,
3481,Africaa,5650,1845c,5,5,Cape De Verde Isles,Finely engraved hand colored map.,45,,,
1518,Scandinavia,A.K. Johnson,1861,22,17,Sweden & Norway,A finely printed map of Scandinavia at mid nineteenthg Cent.Inset map of Stockholm.,,,,
3580,Turkey,A.Sommer,1652,6,11,Prospekt Der Stadt Constantinopel,Finely engraved view of the city. Hand colored.,300,,,
824,Ireland,"Adlard, A.",1837,6,8,,,,,,
825,Ireland,"Adlard, A.",1837,6,8,"Cavan,Westmeath, & Meath",Irish counties,,,,
826,Ireland,"Adlard, A.",1837,6,8,"Cavan,Westmeath, & Meath",Irish counties,,,,
827,Ireland,"Adlard, A.",1837,6,8,"Wicklow, Carlow,& Wexford",Irish counties,,,,
836,Ireland,"Adlard, A.",1837,6,8,Tyrone & Down,Irish counties,,,,
837,Ireland,"Adlard, A.",1837,6,8,"Armagh, Monaghan, & Louth",Irish counties,,,,
838,Ireland,"Adlard, A.",1837,6,8,"Armagh, Monaghan, & Louth",Irish counties,,,,
839,Ireland,"Adlard, A.",1837,8,5,"Fermanagh, Leitrim, & Longford",Irish counties,,,,
2549,Birds,"Albin, Eleazer",1731c,9,7,The Brant Goose,First color plate book of English birds.,125,,,sell
2546,Birds,"Albin,Eleazar",1731,9,7,The Brown Owl,First color plate book of English birds.,125,,,sell
2548,Birds,"Albin,Eleazar",1737,9,7,The Hen Grosbeak from Virginia,First color plate book of English birds.,150,,,sell
2550,Birds,"Albin,Eleazar",1731c,9,7,"The Sea Pheasant, or Pintail",First color plate book of English birds.,150,,,sell
4972,Albumen print,albumen print,1865c,14,10,(Aux Grands Hommes La Patrie Reconnaissante),Larger albumen print with very good tones and condition.Framed The Madrillene?,,,,
5538,photo,albumen print,1870c,10,12,Granada,"Court of the Lions, Granada481",45,,,
5598,"Photo,framed",Albumen print,1860c,14,10,"(The Madeline, Paris)","Fine albumen print of the Madeline, Paris. Framed.excellent tones.",185,,,
2846,Italy,Albumen print photograph,1865c,11,16,"( St.Peters Cathedral, Rome )",Larger size albumen photo.Horses and carriages await the tourists.Some spotting of the right sky.,,,,
3844,,ALINARI,1870c,8,10,,Albumen print photos of buildings and statuary in Florence.There are about 30 prints of this size. each $20.Also,500,,,
5184,,Alinari,1865c,7,10,Foro Romano,View of the Roman Forum.Albumin print,85,,,
4008,book,Alinari,1988,,,Das Italien Der Alinari,Excellent repro. Of Allinari early photos,65,,,
5582,,Alinari?,1860c,11,14,Venice,Large view of Venice.,185,,,
5589,,Alinari?,1860c,10,8,Venice,View of the Church dei Miracoli,75,,,
3577,Africa,Allard,1679c,10,14,Thunis,View of the city.Hand colored.,115,,,
3929,,Allen,1992,,,Atlas of Atlases,Fine map book with many color plates.,175,,,
4553,West,"Allen,Paul,Esq.",1844,,,History of the Expedition Under the Command of Captains Lewis & Clarke,"Two small volumes with a fold out map ""Map of Lewis and Clark's Track Across the Western Part of No.Amer.""and 5 small others.",235,,,
3632,,Allinari,1865c,8,10,,framed alb. Print of Roman Forum and Collesium,,,,
4255,Albumen Print,Allinari?,1870c,10,8,Bridge of Sighs,Important albumen print of its era.The prisoner sighs as he passes from the court to his jail.Handsomely framed.,185,,,
5840,"albumen prints,Italy",Allinari?,18,7,9.25,Roma 5608 Foro Romano,,55,,,SELL
2358,,Amer.,1865c,4,4,,Mid 19th cent. map of asia from a miniature atlas.Colored.,,,,
2847,,Anderson,1870c,11,16,"Roma,Fontana Di Trevi Del Bernini",A fine albumen print of the Fountains of Trevi.Excellent chocolate tones of this print.Anderson photos are rare.Framed.,285,,,
1725,"Albumen print,Framed",Anderson,1865c,16,11,"Rome, Spanish Stairs",Large albumen photograph of the Spanish Stairs in Rome. Matted and framed.,225,,,
2962,World,Andrews Mnfg.,1893,14,19,Globes,Attractive advt. for school globes.1893c,95,,,
2352,Guatemala,Annon.,1885c,11,9,"Guatemala,Honduras,etc.",Hand colored in outline,65,,,
1094,England,anon,1800,11,7,England and Wales,,55,,,
2378,Mass.,anon,1851,10,11,New Map of Boston,Finely engraved map of Boston,135,,,
2530,World,anon.,1795c,10,7,The World on the Combined Projection,Two Hemispheres,,,,
1943,,Anthony,1931,10,8,The Book of Ballyhoo,Old magazine ads,65,,,
783,atlas,Appleton,1864,12,10,Cornell's Companion Atlas,"17 maps, hand colored.Maps dated 1856.  Covers worn and stained.maps O.K. but sl dusty.",,,,
4715,California,Appleton,1873,7,8,Native Californians Lassoing a Bear,Engraved scene of Californians dealing with a large black bear.,25,,,
1560,N.Y.,Appleton,1885c,6,9,"The Terrace, Central Park",Hand colored engraving of the scene.,65,,,
4633,N.Y.,Appleton,1877,7,8,The Highlands of the Neversink,Steel engraving of a scene on the river Neversink in upstate N.Y. in the Catskills.Hand colored.,45,,,
4638,N.Y.,Appleton,1873,7,9,Niagara,Steel engraving of the pleasant scene.,45,,,
4120,print,Appleton,1895,9,12,The Sailor's Yarn,Story telling photogravure.,20,,,
4605,Turkey,Appleton,1875c,7,9,The Bosphorus,"View of the Bosphorus, hand colored.Handsome.",95,,,
4371,U.S.,Appleton,1871,24,27,Appleton's Railway Map of the U.S. and Canada,Large R.R. map. Some small areas of damage.Restored and backed with Japan paper.Seven insewts of cities showing RR lines.,65,,,
4635,Va.,Appleton,1872,9,6,"The Chickahominy,     Virginia","Steel engraving of the pleasant scene.the river is near Richmond,Va.",65,,,
4636,Va.,Appleton,1874,6,9,Harpers Ferry by Moonlight,Steel engraving of the pleasant scene.,65,,,
4708,litho,archives,1898c,8,5,Sarah Bernhardt,Photolith of the famous actress.,20,,,
1942,,Arno,1935,12,9,For Members Only,Cartoons of 1935.,25,,,
2857,Africa,Arrowsmith,1807,10,13,Africa,Early 19th Cent.map of Africa.Shows the Montains of the Moon.Much of lower Africa is unknown.,95,,,
4438,"Turkey, Greece",Arrowsmith,1806,10,16,The Environs of Constantinople,From Greece to Syria. Richly engraved.,110,,,
2662,Tennessee,Arrowsmith & Lewis,1804,8,10,Tennessee,A rare early map of the state showing Tenn. divided into counties.The western part is labelled Chickasaw Country.The lands of the Tenn.Company below Muscle Shoals are shown.Colored.,285,,,
2388,North America,Arrowsmith and Lewis,1804,10,8,North America,"Important Amer. map showing the Amer. view of the West,largely unknown.uncolored as issued.",185,,,
2663,North Carolina,Arrowsmith and Lewis,1804,8,10,North Carolina,A rare early map of the state showing Western Carolina shown as an inset.Excellent details,,,,
2393,Kentucky,Arrowsmith and Lewis.,1804,8,10,Kentucky,Scarce.Engraved map of the state divided into counties.Many of the towns and rivers are named.Nicely colored.,195,,,
2394,Rhode Island,Arrowsmith and Lewis.,1804,10,8,Rhode Island,Uncolored as issued. Scarce.Unusual hatchuring to mtns. Maps of the state alone are uncommon.,185,,,
847,Scotland,"Arrowsmith, S.",1828,12,9,Scotland,Nicely colored informative map of Scotland in the early 1800's.,,,,
1089,England,"Arrowsmith,A.",1808,16,10,British Isles,Arrowsmith map of British Isles.,,,,
2901,Print,Ateliers Cheret (Chaix),1905c,12,8,Aux Trois Quartiers,"Color litho, with atelier stamp.Art Deco.",95,,,
3156,Mass,Atlantic Coast Pilot,1880,,,"West Entrance To Vineyard Sound, Cuttyhunk Lt.Ho. Bearing N.E. By E., Distant 5.5 Mil",Profile view.Hand colored.,85,,,
3155,Mass.,Atlantic Coast Pilot,1880,,,"Entrance To Vineyard Haven, West Chop Lt.Ho. Bearing S.W. By W. Distant 1 Mile",Hand colored profile view.,85,,,
3153,New York,Atlantic Coast Pilot,1880,,,"View Of West Point, Looking Up The River",,50,,,
3154,New York,Atlantic Coast Pilot,1880,,,"West Point,From Near Constitution Id. (Looking Down)",,50,,,
3182,Mass.,"Atlantic Coast Pilot, Boston to New",1880,,,"Cape Cod From The Northward,Highland Light, Nausett Beacons",,,,,
1931,"Mass.,Conn.,an","Atlantic Coast Pilot, Boston to New",1880,19,13,"Block Island Sound, From Pt. Judith To Naragansett Beach",some manuscript plotting,85,,,
1932,"Mass.,Conn.,an","Atlantic Coast Pilot, Boston to New",1880,18,14,Eastern Entrance To Long Island Sound,Manuscript notations,85,,,
1934,"Mass.,Conn.,an","Atlantic Coast Pilot, Boston to New",1880,20,18,"Long Island Sound, from Plum Island to Falkner's Island",notations of use,95,,,
1935,"Mass.,Conn.,an","Atlantic Coast Pilot, Boston to New",1880,19,19,"Long Island Sound, from Falkners Island to Stratford Point",notations of use,65,,,
1936,"Mass.,Conn.,an","Atlantic Coast Pilot, Boston to New",1880,18,14,"Long Island Sound, from Stratford Point to Norwalk River",notation of chart use.,85,,,
1937,"Mass.,Conn.,an","Atlantic Coast Pilot, Boston to New",1880,8,18,"Entrance to Boston Harbor, three views",,,,,
1938,"Mass.,Conn.,an","Atlantic Coast Pilot, Boston to New",1880,19,13,"Boston Bay and Harbor, Mass.",Fine engraving of the harbor.,,,,
1941,"Mass.,Conn.,an","Atlantic Coast Pilot, Boston to New",1880,4,18,"view, West side of Vineyard Sound",,85,,,
1944,"Mass.,Conn.,an","Atlantic Coast Pilot, Boston to New",1880,19,14,Entrance to New York Bay,Detailed chart.,95,,,
1948,"Mass.,Conn.,an","Atlantic Coast Pilot, Boston to New",1879,,,views of eastern coast-see Memo,,65,,,
1951,"Mass.,Conn.,an","Atlantic Coast Pilot, Boston to New",1880,,,views of the Hudson River,Numerous views of the Hudson,400,,,
1946,N.Y.,"Atlantic Coast Pilot, Boston to New",1880,11,12,Fire Island Inlet,Early charting of Fire Island area. Hand colored.,95,,,
5456,,"Axelrod, Todd",1984,,,Collecting Historical Documents,"Interesting book showing that there is a lot to autograph collecting and matting,framing.",,,,
1522,Scandinavia,B. Bosma,1781,7,9,"Nieuwe Kaart van Noorwegen, Zweden Denemarken en een gedeelte van Rusland",Hand colored map of Scandinavia.,,,,
2849,,"BAGAROW, LEO",1985,8,11,History Of Cartography,Important text.,145,,,
5606,Alabama,Ballou's Magazine,1860c,14,10,A Southern Planter's Home in Alabama,Southern hospitality described and depicted before the Civil War.,35,,,
5736,ships,Ballou's Pictorial,1856,14,21,Comprehensive Representation of All the Sailing Vessels & Steamships in the U.S.Navy,Wood engraving of U.S.Navy in 1856.w.a.f. can be colored.,95,,,
3403,Peru,Bankes New System of Geog.,1745c,5,7,View Of Potosi In The Kingdom Of Peru In South America,Handcolored view of the town with the windmills.Natives in the foreground.,85,,,
5187,,"Bankes, T.",1787,6,7,Inhabitants of Norton Sound and Their Habitations,Engraved scene of a native family.,65,,,
5188,,"Bankes, T.",1787,6,7,A View of Snug Corner Cove in Prince William's Sound,Engraved scene of  eskimos and the Cook exploring party.,65,,,
2679,Greece,"Barbie du Bocage, M.",1785,6,8,Plan Of The Environs Of Athens,Plan of Athens and Pireaus.Colored.,75,,,
5439,Israel,Barclay,1823,6,4,Tribe of Gad,Hand colored map of one of 55537welve Tribes.,45,,,
5440,Israel,Barclay,1823,6,4,Tribe of Issacher,Hand colored map of one of the Twelve Tribes.,,,,
5441,Israel,Barclay,1823,6,4,Tribe of Zebulon,Hand colored map of one of the Twelve Tribes.,45,,,
5442,Israel,Barclay,1823,6,4,Tribe of Manasseh,Hand colored map of one of the Twelve Tribes.,45,,,
5443,Israel,Barclay,1823,6,4,Tribe of Simeon,Hand colored map of one of the Twelve Tribes.,,,,
5444,Israel,Barclay,1823,6,4,Tribe of Benjamin,Hand colored map of one of the Twelve Tribes.,,,,
5445,Israel,Barclay,1823,6,4,Tribe of Dan,Hand colored map of one of the Twelve Tribes.,,,,
5446,Israel,Barclay,1823,6,4,Tribe of Asher,Hand colored map of one of the Twelve Tribes.,,,,
5447,Israel,Barclay,1823,6,4,Manasseh,Hand colored map of one of the Twelve Tribes.,,,,
5448,Israel,Barclay,1823,6,4,Tribe of Naphtali,Hand colored map of one of the Twelve Tribes.,,,,
5449,Israel,Barclay,1823,6,4,Tribe of Ephraim,Hand colored map of one of the Twelve Tribes.,,,,
1551,American India,Barlow,1780c,10,4,"An Indian Warrior, Entering his Wigwam with a Scalp.",Nicely colored early print.,135,,,
4129,print,Barrie,1890c,8,10,The Harem Bath,"Interesting photogravure,Victorian.",20,,,
4146,print,Barrie,1890c,8,10,First Caresses,"Interesting photogravure,Victorian.",20,,,
4216,print,Barrie,1890c,5,9,The Lady of the Black Divan,Recling nude.,20,,,
3826,,"BARRON, RODERICK",1989,,,Decorative Maps,40 full color plates.,45,,,
2972,"Architectural,reproductions","Barrozzi, Giacomo da Vignola",1550c,9,12,"Architectura,Reproductions","Reproductions, but handsome of architectural detsails of Columns. Each 20, 10 plates",200,,,
952,atlas,Bartholomew,1940c,7,4,A Literary and Historical Atlas of North & South America,small atlas and gazeteer..Depicts early maps.,,,,
4327,Ireland,Bartholomew,1870,12,9,Ireland,"Color printed map of Ireland,1870.",55,,,
1305,England,"Bartholomew, John",1922,16,22,London,Printed map of London,,,,
5003,BOOK,"Bartholomew,J.G.",1914,6,4,A Literary & Historical Atlas of Europe,"Interesting historical atlas with Battle Plans, gazateer of historical places, and maps.Useful.",35,,,
2856,Africa,"Basire,J",1747,8,12,"Mauretania, Numidia, Gaetulia &c",Ancient Northwest Africa.,45,,,
3825,,"BAYNTON-WILLIAMS, R.",1969,,,Investing In Maps,Useful for the collector.Map prices are way out of date! Quarto.,85,,,
3823,,"BEACH, REX",1926,,,The Miracle Of Coral Gables,Finely ptinted book with color illustrations by Edward A. Wilson.,50,,,
2166,,Beck,1900,,,History of South Africa and the Boer-British War,foldout map.,95,,,
3519,N.Y.,Beer's Atlas,1867,16,13,"Mamaronek, Scarsdale, White Plains, Harrison, & Rye",Finely engraved map of the area.Houses and estates are named.Lots of details.Hand colored.edges chipped.,125,,,
4554,N.Y.,Beer's Atlas,1876c,10,14,East Hampton,"Sag Harbor and its near by areas and towns.from a Beer's County Atlas, 1876c.",165,,,
3948,Sextant,"Bell, Thom.",1793,9,7,Sextant,"An engraving of a Sextant from the Ency.Brit., by Bell.",95,,,
1257,ASIA,BELLIN,1752,34,22,Carte Reduite Des Isles Philippines,Large beautifully colored map of these islands. Very decorative cartouche.Bellin was a leading French cartographer of his day.Seminal map of these islands,,,,
2945,Brazil,Bellin,1756,10,6,Suite Du Bresil,colored.Part of Brazil coast.,75,,,
3002,Brazil,Bellin,1756,9,6,Suite Du Bresil,Southcentral coast of Brazil.Colored.,,,,
4181,Brazil,Bellin,1769,9,6,Suite de Bresil,Hand colored. from 24 to 35 Lat.,,,,
4182,Brazil,Bellin,1769,9,6,Suite de Bresil Depuis la Baye de Tous les Saintes..,Southern coastal Brazil.Hand colored.,,,,
1340,Carib.,Bellin,1758,8,12,Carte de L'Isle de Jamaique,Fine Bellin map. One of France's leading mapmakers at the time.Nicely colored.,,,,
1351,Carib.,Bellin,1758,8,12,Carte de L'Isle de Jamaique,A fine French map of this island.Hand colored.,,,,
2129,Carib.,Bellin,1763,8,6,Entree de La Baye de St.Yago dans L'Isle de Cube,From a Bellin atlas.Finely engraved,245,,,
2130,Carib.,Bellin,1763,8,6,Plan de La Baye de St.Yago dans L'Isle de Cube,From a Bellin atlas.Finely engraved,245,,,
4028,Carib.,Bellin,1780,8,12,Carte de l'Isle de Saint Domingue,Colorful map of the island by Bellin.,295,,,
4043,Central Americ,Bellin,1762,8,7,Cartee Des Provinces de Nicaragua et Costa Rica,Early Provinces of Costa Rica and Nicaragua.Hand colored.,245,,,
2746,Colombia,Bellin,1760c,7,13,Carte de La Ville de Carthagne des Indes,Detailed plan of the city.A table lists more than 50 buildings and sites which are located on the plan.Nicely colored.,285,,,
